,isbn,title,rating,age,UserID,description,num_pages,image_url,emotion_NRC
90,316807222,Maniac Magee,3.0,11,76,"After his parents die, Jeffrey Lionel Magee's life becomes legendary, as he
accomplishes athletic and other feats which awe his contemporaries.",0,https://covers.openlibrary.org/b/id/10178615-L.jpg,
91,9780763642020,Philippa Fisher and the Dream-Maker's Daughter,5.0,10,77,"[""Twelve-year-old Philippa gets caught up in unraveling the mystery of a dream-catcher that threatens the life of her fairy friend Daisy and the happiness of her human friend Robyn, who is grieving over her mother's death.""]",270,https://covers.openlibrary.org/b/id/9064118-L.jpg,
92,9781478927389,Treasure Hunters,5.0,10,78,"""Following clues left by their missing father, twelve-year-old twins Bickford and Rebecca Kidd sail from the Caribbean to New York City with their siblings to finish the dangerous quest of their world-famous treasure-hunting parents""--Provided by publisher.",0,,
93,9780395510605,Number the Stars,5.0,10,79,"During the German occupation of Denmark, Annemarie helps shelter a Jewish
friend from the Nazis.",137,https://covers.openlibrary.org/b/id/255881-L.jpg,
94,9780689859366,The Field Guide,5.0,10,80,The Field Guide sets up the story of the Grace children--13-year-old Mallory and 9-year-old twins Jared and Simon--who with their mother move into the dilapidated Spiderwick Estate only to quickly find themselves sucked into a dark and fascinating world of faeries.,107,https://covers.openlibrary.org/b/id/437782-L.jpg,
95,9780786808014,Artemis Fowl,5.0,10,81,"""In 2001, audiences first met and fell in love with a twelve-year-old criminal mastermind named Artemis Fowl. Since then, the series has sold over seven million copies in the United States alone. Now, this phenomenally successful series is being translated into a graphic novel format. Eoin Colfer has teamed up with established comic writer Andrew Donkin to adapt the text. For the first time, rabid fans will be able to see what Foaly\'s tin hat looks like; discover just how ""Beet"" Root got his name; and of course, follow their favorite criminal mastermind as he plots and connives in action-packed, full-color panels""-- Provided by publisher.",281,https://covers.openlibrary.org/b/id/10195534-L.jpg,
96,60871229,The Quest Begins ,5.0,10,82,"<p>
  <i>Three bears...one destiny</i>
</p><p>From the author of the nationally bestselling Warriors books comes a brand-new animal fantasy series. Three young bears from different species--black, polar, and grizzly--are separated from their families when they are just young cubs. They find themselves brought together on a perilous journey. Fate is about to change all these bears' lives forever, setting their paws on a path toward a future they cannot yet imagine...</p>",0,https://images.gr-assets.com/books/1266677517m/2257949.jpg,
97,1250043239,Crenshaw,5.0,10,83,"In her first novel since winning the Newbery Medal, Katherine Applegate
delivers an unforgettable and magical story about family, friendship, and
resilience. Jackson and his family have fallen on hard times. There's no
more money for rent. And not much for food, either. His parents, his little
sister, and their dog may have to live in their minivan. Again. Crenshaw is
a cat. He's large, he's outspoken, and he's imaginary. He has come back
into Jackson's life to help him. But is an imaginary friend enough to save
this family from losing everything? Beloved author Katherine Applegate
proves in unexpected ways that friends matter, whether real or imaginary.",0,http://books.google.com/books/content?id=nvBICgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,
98,1101934859,Auggie & Me : three Wonder stories,5.0,10,84,"Over 2 million people have read the #1 New York Times bestseller Wonder and
have fallen in love with Auggie Pullman, an ordinary boy with an
extraordinary face. Readers have also been treated to three stories
offering a special look at Auggie's world through new points of view.
Previously only available in ebook, now they'll be published all together--
complete with an introduction from the author on how she came to write them
--in a gorgeous hardcover package! These stories are an extra peek at
Auggie before he started at Beecher Prep and during his first year there.
Readers get to see him through the eyes of Julian, the bully; Christopher,
Auggie's oldest friend; and Charlotte, Auggie's new friend at school.
Together, these three stories are a treasure for readers who don't want to
leave Auggie behind when they finish Wonder.",303,https://covers.openlibrary.org/b/id/7389807-L.jpg,
99,439064864,Harry Potter And The Chamber of Secrets,5.0,10,85,"The Dursleys were so mean and hideous that summer that all Harry Potter wanted was to get back to the Hogwarts School for Witchcraft and Wizardry. But just as he's packing his bags, Harry receives a warning from a strange, impish creature named Dobby who says that if Harry Potter returns to Hogwarts, disaster will strike.<br /><br />And strike it does. For in Harry's second year at Hogwarts, fresh torments and horrors arise, including an outrageously stuck-up new professor, Gilderoy Lockhart, a spirit named Moaning Myrtle who haunts the girls' bathroom, and the unwanted attentions of Ron Weasley's younger sister, Ginny. But each of these seem minor annoyances when the real trouble begins, and someone, or something, starts turning Hogwarts students to stone. Could it be Draco Malfoy, a more poisonous rival than ever? Could it possibly be Hagrid, whose mysterious past is finally told? Or could it be the one everyone at Hogwarts most suspects: Harry Potter himself?",341,https://images.gr-assets.com/books/1474169725m/15881.jpg,
100,9780062420398,Max: Best Friend. Hero. Marine.,5.0,10,86,"This movie novelization of the soon-to-be major motion picture tells the
story of a canine hero. When Justin's older brother, Kyle, is killed in
Afghanistan, Justin can't believe that his brother is really gone. Except
there's one thing that Kyle left behind… Max is a highly trained military
canine who has always protected his fellow soldiers. But when he loses his
handler and best friend, Kyle, Max is traumatized and unable to remain in
the service. He is sent home to America, where the only human he connects
with is Justin, and he is soon adopted by Kyle's family, essentially saving
his life. At first Justin has no interest in taking care of his late
brother's troubled dog. However, the two learn to trust each other, which
helps the four-legged veteran become his heroic self once more. As the pair
start to unravel the mystery of what really happened to Kyle, they find
more excitement—and danger—than they bargained for. But they might also
find an unlikely new best friend—in each other.",253,http://books.google.com/books/content?id=38IjrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,
101,9780062560414,Hero,5.0,9,87,"Hero, a retired search-and-rescue dog, is not prepared for a stray puppy to come into his life. But when he and twelve-year-old Ben find Scout injured and afraid, the new addition leads them down an unexpected and dangerous path.  When Scout goes missing, it's up to Hero to use his search-and-rescue skills to find Scout and bring him home.  Get ready for a canine adventure full of danger, loyalty, and the unbreakable bond between a boy and his best friend.",0,,
102,440403278,Number The Stars,5.0,10,88,"As the German troops begin their campaign to ""relocate"" all the Jews of Denmark, Annemarie Johansen’s family takes in Annemarie’s best friend, Ellen Rosen, and conceals her as part of the family.  Through the eyes of ten-year-old Annemarie, we watch as the Danish Resistance smuggles almost the entire Jewish population of Denmark, nearly seven thousand people, across the sea to Sweden. The heroism of an entire nation reminds us that there was pride and human decency in the world even during a time of terror and war.  With a new introduction by the author.",137,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,
103,9781610672535,13,5.0,10,89,"Sam is the first of the last 13 Dreamers to be revealed. Caught in a covert
battle to preserve life as we know it, he must follow the clues to find
twelve more Dreamers. Only this unique group can unravel the mysteries of
an ancient prophecy and locate the long-lost key to Earth's survival. Sam
must not only face two competing factions--The Enterprise and The Academy--
but also elude the menacing presence of the masked figure, Solaris, who is
always lurking in both dreams and reality. The last 13 Dreamers are always
in danger. The group must avoid capture by trained Agents and unscrupulous
treasure hunters, as well as thwart security officials as they gain access
to museums, libraries, government facilities and archaeological sites, in
order to locate the lost pieces of the artifact that will lead them to
their ultimate destination. The last 13 must continue on their desperate
mission against the odds and face the inevitable final battle. Will they be
strong enough to fulfill the prophecy, or is the world doomed?",0,http://books.google.com/books/content?id=FzOangEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,
104,375869026,Wonder,5.0,10,90,"<b>I won't describe what I look like. Whatever you're thinking, it's probably worse.</b><br /><br />August (Auggie) Pullman was born with a facial deformity that prevented him from going to a mainstream school--until now. He's about to start 5th grade at Beecher Prep, and if you've ever been the new kid then you know how hard that can be. The thing is Auggie's just an ordinary kid, with an extraordinary face. But can he convince his new classmates that he's just like them, despite appearances?<br /><br />R. J. Palacio has written a spare, warm, uplifting story that will have readers laughing one minute and wiping away tears the next. With wonderfully realistic family interactions (flawed, but loving), lively school scenes, and short chapters, <i>Wonder</i> is accessible to readers of all levels.",315,https://images.gr-assets.com/books/1309285027m/11387515.jpg,
105,1484780981, Beauty and the Beast: Lost in a Book ,5.0,10,91,"Smart, bookish Belle, a captive in the Beast's castle, has become
accustomed to her new home and has befriended its inhabitants. When she
comes upon Nevermore, an enchanted book unlike anything else she has seen
in the castle, Belle finds herself pulled into its pages and transported to
a world of glamour and intrigue. The adventures Belle has always imagined,
the dreams she was forced to give up when she became a prisoner, seem
within reach again. The charming and mysterious characters Belle meets
within the pages of Nevermore offer her glamorous conversation, a life of
dazzling Parisian luxury, and even a reunion she never thought possible.
Here Belle can have everything she ever wished for. But what about her
friends in the Beast's castle? Can Belle trust her new companions inside
the pages of Nevermore? Is Nevermore's world even real? Belle must uncover
the truth about the book, before she loses herself in it forever.",341,http://books.google.com/books/content?id=0hq7DAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,
106,590459562,Into the Land of the Unicorns,5.0,11,71,"<i>One unicorn dwells on Earth.<br />Hundreds fight in Luster.<br />Their legends are recorded in<br />The Unicorn Chronicles.</i><br /><b>THE UNICORN CHRONICLES BOOK I</b> <i>Into the Land of the Unicorns</i><br /><br />As each chime sounds, Cara climbs faster up the steep bell tower. Eleven! She must be on the roof when the next bell tolls. Twelve! With a deep breath, and only half believing she will survive, Cara jumps off the church roof and into Luster, land of the unicorns.<br /><br />In Luster, Cara meets many wonderful creatures, but the most magnificent of all is Lightfoot, a rebellious young unicorn. Cara's band of friends comes to include a hairy creature named the Dimblethum and the monekey-like Squijim. Together, they set out to reach the Unicorn Queen before the mysterious man who is following them does - to prevent the destruction of all unicorns forever.<br /><br />""Coville weaves traditional unicorn myths into his accessible fantasy...[with] an ending that hints at the next adventure."" <i>Booklist</i>",0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,
107,590353403,Harry Potter and the sorcerer's stone,4.0,11,48,"Rescued from the outrageous neglect of his aunt and uncle, a young boy with
a great destiny proves his worth while attending Hogwarts School for
Witchcraft and Wizardry.",0,http://books.google.com/books/content?id=zXgTdQagLGkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,
108,9780439027298,Giraffes Can't Dance,5.0,7,92,"A beautiful 20th Anniversary Gift Edition of this much-loved classic picture book about being yourself and finding your own tune. Gerald the giraffe longs to go to the great Jungle Dance, but how can he join in when he doesn't know how to tango or two-step? Everyone knows that giraffes can't dance ... or can they?",0,,
109,9781449462253,Big Nate: Say Good-bye to Dork City,5.0,9,93,"Nate tries to get in good with Marcus, leader of the school's most
notorious posse.",222,http://books.google.com/books/content?id=JliUoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,
110,031612592X,When the Sea Turned to Silver,5.0,9,93,"A New York Times Bestseller A National Book Award Finalist This
breathtaking, full-color illustrated fantasy is inspired by Chinese
folklore, and is a companion to the Newbery Honor winner Where the Mountain
Meets the Moon Pinmei's gentle, loving grandmother always has the most
exciting tales for her granddaughter and the other villagers. However, the
peace is shattered one night when soldiers of the Emperor arrive and kidnap
the storyteller. Everyone knows that the Emperor wants something called the
Luminous Stone That Lights the Night. Determined to have her grandmother
returned, Pinmei embarks on a journey to find the Luminous Stone alongside
her friend Yishan, a mysterious boy who seems to have his own secrets to
hide. Together, the two must face obstacles usually found only in legends
to find the Luminous Stone and save Pinmei's grandmother--before it's too
late. A fast-paced adventure that is extraordinarily written and
beautifully illustrated, When the Sea Turned to Silver is a masterpiece
companion novel to Where the Mountain Meets the Moon and Starry River of
the Sky.",384,https://covers.openlibrary.org/b/id/7879421-L.jpg,
111,9781101934869,Auggie & Me: Three WONDER Stories,5.0,9,3,"""These stories are an extra peek at Auggie, a boy born with extreme facial abnormalities, before he started at Beecher Prep and during his first year there. Readers get to see him through the eyes of Julian, the bully; Christopher, Auggie s oldest friend; and Charlotte, Auggie s new friend at school""-- Provided by publisher.",0,http://books.google.com/books/content?id=PGU0rgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,
112,9780399551239,Where The Red Fern Grows,5.0,12,94,"[""A young boy living in the Ozarks achieves his heart's desire when he becomes the owner of two redbone hounds and teaches them to be champion hunters.""]",304,https://covers.openlibrary.org/b/id/8137138-L.jpg,
113,9780399551239,Where the Red Fern Grows,5.0,9,95,"[""A young boy living in the Ozarks achieves his heart's desire when he becomes the owner of two redbone hounds and teaches them to be champion hunters.""]",304,https://covers.openlibrary.org/b/id/8137138-L.jpg,
114,9780440420477,The Penderwicks,5.0,9,96,"This series of modern classics about the charming Penderwick family from National Book Award winner and New York Times bestseller Jeanne Birdsall is perfect for fans of Noel Streatfeild and Edward Eager. Over one million copies sold, now with a bright new look!  This summer the Penderwick sisters have a wonderful surprise: a holiday on the grounds of a beautiful estate called Arundel. Soon they are busy discovering the summertime magic of Arundel’s sprawling gardens, treasure-filled attic, tame rabbits, and the cook who makes the best gingerbread in Massachusetts. But the best discovery of all is Jeffrey Tifton, son of Arundel’s owner, who quickly proves to be the perfect companion for their adventures.  The icy-hearted Mrs. Tifton is not as pleased with the Penderwicks as Jeffrey is, though, and warns the new friends to stay out of trouble. Which, of course, they will—won’t they? One thing’s for sure: it will be a summer the Penderwicks will never forget.  Deliciously nostalgic and quaintly witty, this is a story as breezy and carefree as a summer day.",262,https://covers.openlibrary.org/b/id/282788-L.jpg,
115,689815212,Caddie Woodlawn,5.0,9,96,Chronicles the adventures of eleven-year-old Caddie growing up with her six brothers and sisters on the Wisconsin frontier in the mid-nineteenth century.,242,https://covers.openlibrary.org/b/id/434519-L.jpg,
116,9780689878473,the runaway pancake,0.0,10,97,"""The classic story of The Runaway Pancake retold with simple text for children just beginning to read. Accompanied by clear and delightful illustrations""-- Provided by publisher.",0,https://covers.openlibrary.org/b/id/439127-L.jpg,
117,9780375868412,Junie B. Jones,5.0,11,12,"In her own words, a young girl describes her feelings about starting
kindergarten and what she does when she decides not to ride the bus home.",83,http://books.google.com/books/content?id=WgNlrNinOk4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,
118,9781435221345,Eloise's Pirate Adventure,5.0,6,92,"Eloise loves, loves, loves dressing up as a pirate. Read along as she and
Weenie search for pirate treasure!",0,http://books.google.com/books/content?id=H6HRoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,
119,4770020678,Totto-chan: The Little Girl at the Window,5.0,9,93,"This engaging series of childhood recollections tells about an ideal school in Tokyo during World War II that combined learning with fun, freedom, and love. This unusual school had old railroad cars for classrooms, and it was run by an extraordinary man--its founder and headmaster, Sosaku Kobayashi--who was a firm believer in freedom of expression and activity.",232,https://images.gr-assets.com/books/1354795941m/328802.jpg,
120,9780451529305,Little Women,4.0,10,98,"In New England during the Civil War, four sisters experience joys and
hardships together.",456,https://covers.openlibrary.org/b/id/295800-L.jpg,
121,763672939,Shh! We Have a Plan,5.0,3,99,"<b>From the creator of <i>Little Owl Lost</i> and <i>Oh No, George! </i>comes a funny, strikingly illustrated story of best-laid plans -- and the secret to attracting the birdie.</b><br /><br />Four friends creep through the woods, and what do they spot? An exquisite bird high in a tree! ""Hello birdie,"" waves one. ""Shh! We have a plan,"" hush the others. They stealthily make their advance, nets in the air. Ready one, ready two, ready three, and <i>go</i>! But as one comically foiled plan follows another, it soon becomes clear that their quiet, observant companion, hand outstretched, has a far better idea. Award-winning author-illustrator Chris Haughton is back with another simple, satisfying story whose visual humor plays out in boldly graphic, vibrantly colorful illustrations.",40,https://images.gr-assets.com/books/1400889912m/20819651.jpg,
122,9780061555299,Warriors: Omen of the Stars: The Last Hope,5.0,8,5,"The end of the stars draws near. Three must become four to battle the
darkness that lasts forever. . . . After countless moons of treachery and
deceit, the battle between the Dark Forest and the warrior Clans has
arrived. As the cats seek out their allies and enemies, Jayfeather,
Lionblaze, and Dovewing wait desperately for the fourth cat who is
prophesied to help them lead the Clans to victory—and who may be their only
hope for survival.",0,https://covers.openlibrary.org/b/id/9320998-L.jpg,
123,590353403,Harry Potter and the Sorcerer's Stone: Year 1,5.0,10,31,"Rescued from the outrageous neglect of his aunt and uncle, a young boy with
a great destiny proves his worth while attending Hogwarts School for
Witchcraft and Wizardry.",0,http://books.google.com/books/content?id=zXgTdQagLGkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,
124,9780714845296,Nicholas,5.0,8,93,"Nicholas is the first of five books that bring to life the day to day adventures of a young school boy - amusing, endearing and always in trouble. An only child, Nicholas, appears older at school than he does as home and his touchingly naive reaction to situations, cut through the preconceptions of adults and result in a formidable sequence of escapades. This first book in the series contains a collection of nineteen individual stories where, in spite of trying to be good, Nicholas and his friends always seem to end up in some kind of mischief. Whether in the school room, at home, or in the playground, their exuberance often takes over and the results are calamitous - at least for their teachers and parents. Whether confusing the photographer hired to take the class picture, dealing with having to wear glasses for the first time, or trying desperately to help the teacher when the school inspector pays a visit, Nicholas always manages to make matters worse.",126,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,
125,863153488,"Aunt Green, Aunt Brown and Aunt Lavender",5.0,6,100,"Classic story, perfect for fans of the Moomins, Beatrix Potter and Cicely
Mary Barker's Flower Fairies.",32,https://covers.openlibrary.org/b/id/653813-L.jpg,
126,9780062102560,Survivors ,5.0,12,101,"The time has come for dogs to rule the wild.<br /> Lucky is a golden-haired mutt with a nose for survival. He has always been a loner--roaming the streets of the busy city and relying on his instincts to get by. Other dogs have Packs, but Lucky doesn't long for the days he spent with his littermates. He stands alone.<br /> Then the Big Growl strikes. Suddenly the ground is split wide open. The Trap House is destroyed. And all the longpaws have disappeared.<br /> Now Lucky is trapped in a strange and desolate new world with no food, foul water, and enemies at every turn. He falls in with others left behind, including his littermate Bella, a Leashed dog. Relying on other dogs--and having them depend on him--brings new dangers that Lucky isn't prepared for, but he may not be able to survive on his own. Can Lucky ever be a true Pack dog?",0,https://covers.openlibrary.org/b/id/9395400-L.jpg,
127,1423102975,My Friend Is Sad,4.0,6,100,"Gerald is careful. Piggie is not.<br />Piggie cannot help smiling. Gerald can.<br />Gerald worries so that Piggie does not have to.<br /><br />Gerald and Piggie are best friends.<br /><br />In <em>My Friend is Sad</em>, elephant Gerald is down in the dumps. Piggie is determined to cheer him up by dressing as a cowboy, a clown, and even a robot! But what does it take to make a sad elephant happy? The answer will make even pessimistic elephants smile.",64,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,
128,394890485,My Father's Dragon,5.0,6,100,"A young boy recounts his father's adventures on an island where animals are
endowed with human traits.",87,https://covers.openlibrary.org/b/id/7396959-L.jpg,
129,9781619636002,A Curious Tale Of The In-Between,4.0,10,102,"Bright, imaginative, eleven-year-old Pram lives with two aunts who run a retirement home, hiding the fact that she can talk with ghosts--but not the spirit of her mother--and after befriending Clarence, who also lost his mother, she decides to find her father in hopes he can answer her questions.",228,http://books.google.com/books/content?id=EB0mCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,
130,375829067,Protector of the Small: Squire,5.0,9,103,"When Kel is chosen by the legendary Lord Raoul to be his squire, the conservatives of the realm hardly think she's up to the job. Kel earns respect and admiration among the men, as well as the affection of a fellow squire.<br />""This feminist fantasy is a delightful read.""--KLIATT",399,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,
131,545682908,The Spider Ring,4.0,11,104,"A powerful ring. A dangerous web.<br /><br /><br />When Maria inherits a strange, spider-shaped ring from her grandmother, she doesn't realize she's also inheriting a strange power -- the power to control spiders and have them do whatever she wants. This is a pretty cool thing when it comes to fetching objects from another room . . . or if Maria wants to use the spiders to get back at some mean kids in her class.<br /><br />But the power comes with a price. Maria has attracted the attention of the Black Widow -- who is trying to collect all the spider magic for herself. The Black Widow is not going to let anything stand in her way -- especially not Maria.<br /><br />The story of the ring is being woven like a web -- and Maria is going to have to do everything she can to not get trapped within it.",213,https://images.gr-assets.com/books/1404084431m/22571276.jpg,
132,9781879794863,"Sonic Universe. 1, The Shadow Saga",5.0,12,105,"Shadow the Hedgehog, an artificially-created life form, travels across time
and space on his first mission for the Guardian Units of the Nation.",0,https://covers.openlibrary.org/b/id/7631998-L.jpg,
133,9780448458724,Who Is J.K. Rowling,5.0,7,106,"Everyone loves Harry Potter. Now kids can learn about Harry's creator! <br /><br />In 1995, on a four-hour-delayed train from Manchester to London, J. K. Rowling conceived of the idea of a boy wizard named Harry Potter. Upon arriving in London, she began immediately writing the first book in the saga. Rowling's true-life, rags-to-riches story is as compelling as the world of Hogwarts that she created. This biography details not only Rowling's life and her love of literature but the story behind the creation of a modern classic.",0,https://covers.openlibrary.org/b/id/9289302-L.jpg,
134,440403278,Number the Stars ,5.0,10,107,"As the German troops begin their campaign to ""relocate"" all the Jews of Denmark, Annemarie Johansen’s family takes in Annemarie’s best friend, Ellen Rosen, and conceals her as part of the family.  Through the eyes of ten-year-old Annemarie, we watch as the Danish Resistance smuggles almost the entire Jewish population of Denmark, nearly seven thousand people, across the sea to Sweden. The heroism of an entire nation reminds us that there was pride and human decency in the world even during a time of terror and war.  With a new introduction by the author.",137,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,
135,9781467713290,Endangered and Extinct Mammals,5.0,9,108,Asian elephants and Mexican long-nosed bats are two examples of endangered mammals. Few of them exist in the wild. Other mammals have already gone extinct. What hurts these animals? What can you do to help? Read this book to find out!,0,http://books.google.com/books/content?id=5CmjAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,
136,9780545484961,Keira the movie star fairy,5.0,9,109,"Movies and magic -- a winning combination!  A real Hollywood blockbuster is filming in Kirsty's town, and Rachel and Kirsty get to play extras! It's like a dream come true . . . until Jack Frost's goblins steal Kiera the Movie Star Fairy's three magic items. Unless Kirsty and Rachel can get them back, movies everywhere will be doomed!",163,https://covers.openlibrary.org/b/id/10193724-L.jpg,
137,1481431331,25 roses,4.0,9,110,"Mia moves from the shadows to the spotlight when her matchmaking plans go awry in this contemporary M!X novel from the author of 30 Days of No Gossip.  Mia is used to feeling overlooked: her perfect older sister gets all the attention at home, and the popular clique at school are basically experts at ignoring her. So when it’s time for the annual Student Council chocolate rose sale, Mia is prepared to feel even worse. Because even though anyone can buy and send roses to their crushes and friends, the same (popular) people always end up with roses while everyone else gets left out.  Except a twist of fate puts Mia in charge of selling the roses this year—and that means things are going to change. With a little creativity, Mia makes sure the kids who usually leave empty-handed suddenly find themselves the object of someone’s affection. But her scheme starts to unravel when she realizes that being a secret matchmaker isn’t easy—and neither is being in the spotlight.",209,https://covers.openlibrary.org/b/id/8303445-L.jpg,
138,9781416975311,Trading Faces,5.0,10,111,"In Trading Faces, identical twin sisters Emma (the smart one) and Payton (the popular one) start seventh grade at a brand-new school and discover they’ve been assigned entirely different schedules—so when they get sick of their respective cliques, they secretly switch places. What ensues is a hilarious yet poignant romp from middle school to the mall as the twins learn what it means to be true to yourself, even when the rest of the world isn’t making it easy.",0,,
139,439064864,Harry Potter and the Chamber Secrets,5.0,10,112,"The Dursleys were so mean and hideous that summer that all Harry Potter wanted was to get back to the Hogwarts School for Witchcraft and Wizardry. But just as he's packing his bags, Harry receives a warning from a strange, impish creature named Dobby who says that if Harry Potter returns to Hogwarts, disaster will strike.<br /><br />And strike it does. For in Harry's second year at Hogwarts, fresh torments and horrors arise, including an outrageously stuck-up new professor, Gilderoy Lockhart, a spirit named Moaning Myrtle who haunts the girls' bathroom, and the unwanted attentions of Ron Weasley's younger sister, Ginny. But each of these seem minor annoyances when the real trouble begins, and someone, or something, starts turning Hogwarts students to stone. Could it be Draco Malfoy, a more poisonous rival than ever? Could it possibly be Hagrid, whose mysterious past is finally told? Or could it be the one everyone at Hogwarts most suspects: Harry Potter himself?",341,https://images.gr-assets.com/books/1474169725m/15881.jpg,
140,9780060293239,Wizard of OZ,5.0,8,93,"One of the true classics of American literature, The Wonderful Wizard of Oz
has stirred the imagination of young and old alike for over four
generations. Originally published in 1900, it was the first truly American
fairy tale, as Baum crafted a wonderful out of such familiar items as a
cornfield scarecrow, a mechanical woodman, and a humbug wizard who used
old-fashioned hokum to express that universal theme, ""There's no place like
home."" Follow the adventures of young Dorothy Gale and her dog, Toto, as
their Kansas house is swept away by a cyclone and they find themselves in a
strange land called Oz. Here she meets the Munchkins and joins the
Scarecrow, Tin Woodman, and the Cowardly Lion on an unforgettable journey
to the Emerald City, where lives the all-powered Wizard of Oz. This
lavishly produced facsimile of the rare first edition contains all 24 of W.
W. Denslow's original color plates, the colorful pictorial binding, and the
130 two-color illustrations that help make The Wonderful Wizard of Oz so
special and enduring.",267,https://covers.openlibrary.org/b/id/25232-L.jpg,
141,9780307594006,Anne Frank: The Diary of a Young Girl ,5.0,11,113,"An uncut edition of Anne Frank's diary includes entries originally omitted
by her father and provides insight into Anne's relationship with her
mother.",0,http://books.google.com/books/content?id=whCfW-D9gQUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,
142,9780804168120,Nightmares,5.0,11,104,"""Twelve-year-old Charlie and his friends must stop nightmares from taking over their town before it\'s too late""-- Provided by publisher.",0,,
143,9781609589516,Grace Makes it Great,5.0,8,114,"[""Ten-year-old Grace is crushed to learn that her grandparents' bakery might close after thirty years and wonders how her own business, which they inspired, can survive if theirs cannot, but she and her friends use their talents and newly-acquired business skills to try to save the day.""]",186,https://covers.openlibrary.org/b/id/8746431-L.jpg,
144,9780061781261,Emeraldalicious,4.0,7,115,"Recycling magic turns a garbage-filled park into a ""greentastic"" garden.",0,https://covers.openlibrary.org/b/id/8768785-L.jpg,
145,545132053,smile,5.0,9,116,"Raina Telgemeier's #1 <i>New York Times </i>bestselling, Eisner Award-winning graphic memoir based on her childhood!<br /><br /> Raina just wants to be a normal sixth grader. But one night after Girl Scouts she trips and falls, severely injuring her two front teeth. What follows is a long and frustrating journey with on-again, off-again braces, surgery, embarrassing headgear, and even a retainer with fake teeth attached. And on top of all that, there's still more to deal with: a major earthquake, boy confusion, and friends who turn out to be not so friendly.<br />",214,https://images.gr-assets.com/books/1438206850m/6393631.jpg,
146,60507063,Ms. Hannah is Bananas!,3.0,7,117,Ms. Hannah wears dresses made out of potholders and collects garbage instead of throwing it out. Plus she's making A.J. be partners with smelly Andrea. This is the worst art class ever!,84,https://images.gr-assets.com/books/1352204446m/969969.jpg,
147,9780062104182,Goldilocks and the Three Dinosaurs,5.0,6,118,"Once upon a time, there were three hungry Dinosaurs: Papa Dinosaur, Mama Dinosaur . . . and a Dinosaur who happened to be visiting from Norway.<br /><br />One day--<i>for no particular reason</i>--they decided to tidy up their house, make the beds, and prepare pudding of varying temperatures. And then--<i>for no particular reason</i>--they decided to go...someplace else. They were definitely NOT setting a trap for some succulent, unsupervised little girl.<br /><br />Definitely not!<br /><br />This new take on a fairy-tale classic is so funny and so original--it could only come from the brilliant mind of Mo Willems.",40,https://covers.openlibrary.org/b/id/7271329-L.jpg,
148,9780679926429,Junie B. Jones And The Stupid Smelly Bus,5.0,10,119,"In her own words, a young girl describes her feelings about starting kindergarten and what she does when she decides not to ride the bus home.",69,https://covers.openlibrary.org/b/id/423824-L.jpg,
149,9780545206884,I survived the shark attacks of 1916,4.0,9,120,"In July, 1916, Chet Roscow is fascinated by news accounts of the great white shark said to be attacking people along the New Jersey shore not far from his home, but when he goes swimming in Matawan Creek he discovers the truth of the stories.",87,https://covers.openlibrary.org/b/id/7239833-L.jpg,
150,590353403,Harry Potter and the Sorcerer's Stone,5.0,9,121,"Rescued from the outrageous neglect of his aunt and uncle, a young boy with
a great destiny proves his worth while attending Hogwarts School for
Witchcraft and Wizardry.",0,http://books.google.com/books/content?id=zXgTdQagLGkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,
151,9780545813884,The Truth About Stacey : A Graphic Novel,5.0,10,122,Based on: The truth about Stacey / Ann M. Martin.,144,https://covers.openlibrary.org/b/id/8468820-L.jpg,
152,763619612,The dot,5.0,7,123,"[""Vashti believes that she cannot draw, but her art teacher's encouragement leads her to change her mind.""]",0,https://covers.openlibrary.org/b/id/516041-L.jpg,
